model	data	1	2	3	4	5	overall
comb_base_weighted	train	1.7030660134525935	1.0022601294116926	0.6141385444690719	0.9249243294618206	1.6477067435474946	1.592179976557304
comb_base_weighted	test	1.7098248609941193	0.8844170885898756	0.4951961380772186	1.062398726438964	2.506705541442927	1.5932786210318748
comb_base	train	0.19557994913332957	0.7239230307603904	1.653185467929105	2.587732857426527	3.6301838797888246	0.5766736869028926
comb_base	test	0.20371308843839353	0.788247353881246	1.6950289919179105	2.5725145014456516	3.7088407188143906	0.578911137464184
fitbit_base_weighted	train	1.6712394338527046	0.9893658384594458	0.5781680890308628	0.9690010302410571	1.7532194587915584	1.5637734940592785
fitbit_base_weighted	test	1.6841638932722722	0.8706060862887889	0.5719879244950243	1.0556209694836336	2.282263014217552	1.5691607068228335
fitbit_base	train	0.22043225886758352	0.7114815882823055	1.6786286912558852	2.6266503100744356	3.5739525547588857	0.5851754120078118
fitbit_base	test	0.22594044965837412	0.7756576753940644	1.644949184554831	2.5742025513228985	3.6332977059409144	0.5774723675788629
