model	type	1	2	3	4	5	overall
fitbit_regression	train	0.8976290174956645	0.9434899660313787	1.722216076310106	1.9674422143886763	2.8758089337289827	0.9768460891946041
fitbit_regression	test	0.9042957874398664	0.9408609544220816	1.3976398089632232	2.286615828272418	3.113599198593554	0.9730884863165545
comb_regression	train	1.319374066980015	0.731659719011287	0.9382178736999849	1.4398701243642154	2.329834073916252	1.252535584833221
comb_regression	test	1.3163285954150974	0.6548663038567273	0.6740849544514927	1.6645027258894496	2.6790567884759193	1.243894687460368
fitbit_nw_regression	train	0.3137392862360061	0.6154270899653361	1.5355408164996307	2.4918867067206043	3.5031340055324423	0.5830700200565339
fitbit_nw_regression	test	0.3272900175364271	0.6728783368235732	1.5496903817822538	2.4967984680745547	3.4634563846653252	0.5834797238403904
comb_nw_regression	train	0.24987002808899433	0.6847909090343339	1.6398647908555137	2.5782514136562136	3.599203996605317	0.5846378663372099
comb_nw_regression	test	0.2502033032846837	0.7492137602479828	1.644877345257625	2.6000500197367464	3.612932310009279	0.5816923857561903
