obs_id	RaceAmerican Indian/Alaska Native	RaceAsian	RaceBlack or African American	RacePrefer not to answer	RaceSomething else	RaceWhite	isHispanicYes	isHispanicNA	Relationship_StatusIn a committed relationship but not married	Relationship_StatusMarried	Relationship_StatusPrefer not to answer	Relationship_StatusSingle	Relationship_StatusWidowed	educationBachelor's degree	educationDoctorate degree	educationHigh school graduate or GED	educationLess than a high school diploma	educationMaster's degree	educationSome college credit, no degree	educationTrade/technical/vocational training	employmentPart-time employment	employmentRetired	employmentStudent	employmentUnemployed	sexmale	sexNA	genderMale	genderNon-binary	genderPrefer not to answer	genderTrans female	genderTrans male	sexualityGay or lesbian	sexualityHeterosexual	sexualityPrefer not to answer	sexualitySomething else	age	BodyBmi	BodyFat	BodyWeight	CaloriesBMR	FoodCaloriesIn	HeartRateIntradayCount	HeartRateZoneOutOfRangeCaloriesOut	HeartRateZoneOutOfRangeMax	HeartRateZoneOutOfRangeMinutes	HeartRateZoneFatBurnCaloriesOut	HeartRateZoneFatBurnMax	HeartRateZoneFatBurnMinutes	HeartRateZoneCardioCaloriesOut	HeartRateZoneCardioMax	HeartRateZoneCardioMinutes	HeartRateZonePeakCaloriesOut	HeartRateZonePeakMinutes	TrackerActivityCalories	TrackerCalories	TrackerDistance	TrackerElevation	TrackerMinutesFairlyActive	TrackerMinutesLightlyActive	TrackerMinutesSedentary	TrackerMinutesVeryActive	TrackerSteps	Water	skipped	Efficiency	SleepLevelDeep	SleepLevelLight	SleepLevelRem	SleepLevelWake	MinutesAfterWakeup	MinutesAsleep	MinutesAwake	MinutesToFallAsleep	TimeInBed	times_slept
344	0	0	0	0	0	0	0	0	0	0.00984683350919612	0	0.0159649525356402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000748546382169618	0	0	0	0	0.0391613582193758	0	0	0.0157170181931172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	0	0	0	0	0	0	0	0	0	0.00903986710754486	0	0.0144080612269103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.001301431774766	0	0	0	0	-0.017017585234833	0	0	0.00850197592561175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	0	0	0	0	0	0	0	0	0	0.0108803771099277	0	0.0167156488616205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00152818848954437	0	0	0	0	0.0409981749775168	0	0	0.0388757456813713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	0	0	0	0	0	0	0	0	0	0.00931807357312064	0	0.0155286436093839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0209037465875746	0	0	0.0281360437809482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	0	0	0	0	0	0	0	0	0	0.00974217528874287	0	0.0159895854902466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00212350604695984	0	0	0	0	-0.00904327153652975	0	0	0.00890722164622336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349	0	0	0	0	0	0	0	0	0	-0.0125561599845691	0	-0.00641144662609769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00105892578719384	0	0	0	0	-0.0170330049393396	0	0	-0.00806185155299452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350	0	0	0	0	0	0	0	0	0	0.011604597698362	0	0.0155689855475256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00220462327710538	0	0	0	0	0.0407401844355573	0	0	0.0258513488153825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	0	0	0	0	0	0	0	0	0	-0.0113556160279963	0	-0.00606215661592883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0010364756785494	0	0	0	0	-0.0152514735321716	0	0	-0.0506093989886199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	0	0	0	0	0	0	0	0	0	0.0120432924840331	0	0.0153218025808014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000678599461063191	0	0	0	0	-0.0164682114477037	0	0	0.0219463218613785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	0	0	0	0	0	0	0	0	0	-0.0145313556647702	0	-0.0081600379244143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000615912208037649	0	0	0	0	-0.0175745881655383	0	0	0.00793810438635945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	0	0	0	0	0	0	0	0	0	0.00509997343683223	0	0.0169122226687612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00126622603899536	0	0	0	0	-0.0183221407950443	0	0	-0.0373820316036029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	0	0	0	0	0	0	0	0	0	0.00603695437819242	0	0.0135861351164863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000661587310446939	0	0	0	0	-0.0180852106465272	0	0	0.0159094965809404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356	0	0	0	0	0	0	0	0	0	-0.0205287389071788	0	-0.00874843409354456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282862718256106	0	0	0	0	0.0392077032927875	0	0	0.00727629596966845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	0	0	0	0	0	0	0	0	0	0.00903138613873763	0	0.0136436626837609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000670658824821705	0	0	0	0	-0.0169783909066879	0	0	-0.0329261818058611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	0	0	0	0	0	0	0	0	0	0.0100362773131115	0	0.0166191784649042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0171508134093615	0	0	0.0260978956825438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
359	0	0	0	0	0	0	0	0	0	0.0113397835674648	0	0.0155754358718283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0013363228477536	0	0	0	0	-0.0168817342190625	0	0	0.0249935307431597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	0	0	0	0	0	0	0	0	0	-0.0108914965923656	0	-0.00569759240969253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00125539812277412	0	0	0	0	-0.0167092503199421	0	0	0.00512140630349872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	0	0	0	0	0	0	0	0	0	-0.013836755624703	0	-0.00593850749611459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000753108925101046	0	0	0	0	-0.0214408021909029	0	0	-0.00612170108130619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	0	0	0	0	0	0	0	0	0	0.0104443136677663	0	-0.00667191845387027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00142822578077285	0	0	0	0	-0.0111584742186206	0	0	0.0236145217741642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	0	0	0	0	0	0	0	0	0	0.00786811123638981	0	-0.00827946126933511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000561264442066509	0	0	0	0	-0.0142777382618453	0	0	-0.0157518866012759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	0	0	0	0	0	0	0	0	0	-0.0153411962103247	0	-0.00695559624679477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00118520158896827	0	0	0	0	-0.0160652233520148	0	0	-0.0253444862347324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
365	0	0	0	0	0	0	0	0	0	0.00956174060118779	0	0.0117841295392895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0021095534218888	0	0	0	0	-0.019379728983027	0	0	-0.0171919094962817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	0	0	0	0	0	0	0	0	0	0.0114315321351605	0	0.0145399343048103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00115576575007579	0	0	0	0	-0.0238195885575626	0	0	-0.00273422562929295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	0	0	0	0	0	0	0	0	0	0.00908529380702761	0	0.0141386268864078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0174730943351276	0	0	-0.0429787753306866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	0	0	0	0	0	0	0	0	0	0.00929590748140346	0	-0.0108259832293149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00126906389642151	0	0	0	0	-0.0132531644643349	0	0	0.00729133076043435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	0	0	0	0	0	0	0	0	0	-0.0124078423433567	0	-0.00873893777246472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00252098427510372	0	0	0	0	-0.0261560005874057	0	0	0.00521515421098138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	0	0	0	0	0	0	0	0	0	-0.0144675796918082	0	-0.0046005434803293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00124929295426587	0	0	0	0	-0.0119980213640353	0	0	-0.0286270746268927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	0	0	0	0	0	0	0	0	0	0.0104891290703556	0	-0.0060658526638867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000618910256615047	0	0	0	0	-0.0116972766209922	0	0	-0.0258113554719992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	0	0	0	0	0	0	0	0	0	0.00676990217308014	0	0.0167995787979084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00307325130395583	0	0	0	0	0.0445323122626008	0	0	0.0368446082032476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	0	0	0	0	0	0	0	0	0	0.00699255569682736	0	0.0161077329668727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310326237989255	0	0	0	0	0.0498345781320956	0	0	0.0394355510644805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	0	0	0	0	0	0	0	0	0	-0.0133245868376425	0	-0.0072302960061706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000538602846202817	0	0	0	0	-0.0170276744975084	0	0	-0.0150874462639466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	0	0	0	0	0	0	0	0	0	0.0111740004870777	0	0.016977827706172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000681390630013141	0	0	0	0	-0.0162734786117737	0	0	0.0316810165615076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	0	0	0	0	0	0	0	0	0	0.00784252875498278	0	-0.00743178528919857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00131519290977366	0	0	0	0	-0.0138616579367979	0	0	0.0142905028665772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377	0	0	0	0	0	0	0	0	0	0.00713235104964146	0	-0.0056103259945478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00176713412287963	0	0	0	0	-0.0170818707576647	0	0	-0.0514677937304717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	0	0	0	0	0	0	0	0	0	0.00953678384497961	0	-0.00966015422373658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00273868938817615	0	0	0	0	-0.0209647451851184	0	0	0.0256701450115744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	0	0	0	0	0	0	0	0	0	-0.0165570638497721	0	-0.00654081366987137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000711587602185485	0	0	0	0	-0.0134644346003877	0	0	-0.0154005226940821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	0	0	0	0	0	0	0	0	0	-0.0160939996208108	0	-0.00725980463278157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000691484435072545	0	0	0	0	0.0365358600483535	0	0	-0.00149904500541023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381	0	0	0	0	0	0	0	0	0	0.00703479691349394	0	-0.00888954661284018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00199657866525215	0	0	0	0	-0.0170854039913199	0	0	0.0217550298572426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	0	0	0	0	0	0	0	0	0	-0.0160467004698037	0	-0.00614832582724873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000660607166410044	0	0	0	0	-0.0191386615684277	0	0	-0.0168667679957968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	0	0	0	0	0	0	0	0	0	-0.0145517176199697	0	-0.00695139905133979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379942340310458	0	0	0.0193750679095332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	0	0	0	0	0	0	0	0	0	-0.0141866821169748	0	-0.00659722597173905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0145475842778365	0	0	-0.0234274077917318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	0	0	0	0	0	0	0	0	0	0.00789537686681425	0	-0.00871746033442283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00364608004660785	0	0	0	0	-0.0120787925699375	0	0	0.0264374216926763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	0	0	0	0	0	0	0	0	0	0.0113861047971207	0	0.0183899866026655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00144121809547761	0	0	0	0	0.0376873430957799	0	0	-0.00408050277662003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	0	0	0	0	0	0	0	0	0	-0.012586926082127	0	-0.00619009491947778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000644869844559039	0	0	0	0	-0.00995441585361332	0	0	-0.00274501781345002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	0	0	0	0	0	0	0	0	0	0.00906679149439583	0	-0.00776181751652612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00135841834081991	0	0	0	0	-0.0192454267219012	0	0	-0.00167106265616008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	0	0	0	0	0	0	0	0	0	0.0128543070336903	0	-0.0086516091134464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00289482766921266	0	0	0	0	0.0406364823166465	0	0	0.0217585064889081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	0	0	0	0	0	0	0	0	0	-0.0145666795984769	0	-0.00875131403833483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00209136150802568	0	0	0	0	-0.0140707453240584	0	0	-0.00778522497235281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	0	0	0	0	0	0	0	0	0	0.00817974739912664	0	-0.00784363006751457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00176904905115171	0	0	0	0	-0.0186299348804892	0	0	-0.0338650972570618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	0	0	-0.0153422873832173	0	-0.00726725141666991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000575240392029925	0	0	0	0	-0.0194584739734666	0	0	-0.00645380709788299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	0	0	0	0	0	0	0	0	0	0.00701895136968047	0	-0.00831987445025545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00190215746050001	0	0	0	0	-0.0215128445404572	0	0	-0.0448476173245672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	0	0	0	0	0	0	0	0	0	0.00733830229813488	0	0.0139562934654829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00191012939653245	0	0	0	0	-0.0147051209976711	0	0	-0.0506696517468008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	0	0	0	0	0	0	0	0	0	0.00624477998131775	0	0.0164906453919873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00128248176597148	0	0	0	0	-0.021415044209016	0	0	-0.00248260547556333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	0	0	0	0	0	0	0	0	0	0.00997312978455982	0	-0.0109650347660989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.018866453513129	0	0	0.0324346997101295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	0	0	0	0	0	0	0	0	0	0.0102488728287718	0	-0.00610049146374959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000694209227595916	0	0	0	0	0.0375183783363563	0	0	-0.002356470327418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	0	0	0	0	0	0	0	0	0	0.00853540089418952	0	0.0138817695379612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00137386370255024	0	0	0	0	-0.0198678926546032	0	0	-0.0145907470521973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	0	0	0	0	0	0	0	0	0	0.00786890195784327	0	0.0107438438313635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00146488455376665	0	0	0	0	-0.0212629458986309	0	0	0.00496496290923356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	0	0	0	0	0	0	0	0	0	-0.0142989257153361	0	-0.00888942680605901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00244770125380225	0	0	0	0	-0.0199893198101582	0	0	-0.0102455901307641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	0	0	0	0	0	0	0	0	0	0.0111927884754772	0	-0.0076134536212294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00147737376034027	0	0	0	0	-0.0213140920273721	0	0	0.0145802992411784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	0	0	0	0	0	0	0	0	0	-0.0188434518648691	0	-0.00723512470947103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000618910256615047	0	0	0	0	-0.0176665453643191	0	0	0.0137514945912018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	0	0	0	0	0	0	0	0	0	-0.0150401143220441	0	-0.00489204326299974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0018248908397982	0	0	0	0	-0.0193939020085698	0	0	-0.00315505475589792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	0	0	0	0	0	0	0	0	0	-0.0143292910198366	0	-0.0066145981134795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000628402408771789	0	0	0	0	-0.00932849253785432	0	0	-0.0281618144307956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	0	0	0	0	0	0	0	0	0	0.0107343207425619	0	-0.00776454460420585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0141358395220817	0	0	-0.00947337048930475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	0	0	0	0	0	0	0	0	0	-0.0164660440998796	0	-0.00741984509944168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00133718705668918	0	0	0	0	-0.0212952002250626	0	0	0.0168648335716992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	0	0	0	0	0	0	0	0	0	-0.0119839929986438	0	-0.0070545600019282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00270221805061058	0	0	0	0	-0.0171684472784729	0	0	-0.00911430735701262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	0	0	0	0	0	0	0	0	0	-0.0147866486789261	0	-0.00688279584815593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000600841740387614	0	0	0	0	-0.0108421984529359	0	0	0.000495120210665287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	0	0	0	0	0	0	0	0	0	0.0129912161568954	0	0.0195770276535373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00152599041345748	0	0	0	0	0.0379952868093965	0	0	0.0270126651325387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	0	0	0	0	0	0	0	0	0	0.0092861144307726	0	-0.00698129955726795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00216161380440566	0	0	0	0	0.0356382443174421	0	0	0.0196855612082945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	0	0	0	0	0	0	0	0	0	0.0103514820171895	0	0.0153184714741653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00149225674811474	0	0	0	0	0.039717414775072	0	0	0.00912155231596919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	0	0	0	0	0	0	0	0	0	-0.0163790186913882	0	-0.00776141194846489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0134007546035491	0	0	-0.0263960167797024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
