obs_id	BodyBmi	BodyFat	BodyWeight	CaloriesBMR	FoodCaloriesIn	HeartRateIntradayCount	HeartRateZoneOutOfRangeCaloriesOut	HeartRateZoneOutOfRangeMax	HeartRateZoneOutOfRangeMinutes	HeartRateZoneFatBurnCaloriesOut	HeartRateZoneFatBurnMax	HeartRateZoneFatBurnMinutes	HeartRateZoneCardioCaloriesOut	HeartRateZoneCardioMax	HeartRateZoneCardioMinutes	HeartRateZonePeakCaloriesOut	HeartRateZonePeakMinutes	TrackerActivityCalories	TrackerCalories	TrackerDistance	TrackerElevation	TrackerMinutesFairlyActive	TrackerMinutesLightlyActive	TrackerMinutesSedentary	TrackerMinutesVeryActive	TrackerSteps	Water	skipped	Efficiency	SleepLevelDeep	SleepLevelLight	SleepLevelRem	SleepLevelWake	MinutesAfterWakeup	MinutesAsleep	MinutesAwake	MinutesToFallAsleep	TimeInBed	times_slept
1	-0.0135192038217279	-0.00652195902683076	-0.0749894796787266	-0.0836696148510207	0.00516082039903951	-0.00616675377263432	0.39249641720444	-0.0197726667955429	-0.0315302175660001	-0.288156785541787	0.0957211844332132	0.0599798812185095	-0.045449974581585	-0.0456284981081445	0.0160800339058909	0.00347159908006998	-0.000678910161744451	-0.231985308679727	0.0138159242813349	0.0200890225107747	0.00039075508730142	-0.00341561743874518	0.092489870674742	0.157257084516648	-0.0247138101798575	-0.079347022442774	-0.00157055893488602	-0.190636687937581	-2.32379227077783e-05	-0.0115725923050452	0.021694498383258	-0.00580602489640128	-0.0156569457548128	-0.00484320609866569	-0.0271197054021105	-0.00591108578649399	0.00845364076046433	0	0.0210661816689808
2	-0.0138280382995312	-0.00464071800645874	-0.131304645143148	-0.200526010368243	0.00365985822680806	-0.00503354922607185	0.920881060436728	-0.00726519634777695	-0.0512419813322901	-0.0294035450906065	-0.0496337946156497	0.0580839467491835	0.00314544860938184	0.0321171465728209	0.00617698555465685	0.00218751832203686	-0.00128169197838439	-0.817220310674333	0.084236755421099	0.13041148018355	0.000478332290217556	0.00190413479154832	0.11876713380312	0.0806361623931051	0.0262705507607685	-0.220160463567648	-0.00190654337283693	-0.0303949423073638	-2.55545629350255e-06	0.00225079731590437	-0.0220991721523421	0.00305465835995673	0.00309942152766701	-0.00519626664861399	-0.00160486559338921	-0.000886333921239454	0.0006491860238824	0	-0.00881199167647731
3	0.00283258593099571	0.0197414587163953	-0.00324621237222887	-0.0153425880174374	0.00233374227187312	-0.00370898918817537	0.573983004496715	-0.00928661501022247	-0.0377148253800651	-0.0916197468014881	0.0198523520410354	0.0503522804616778	-0.0206686683462274	-0.0122102545537476	0.0136256667165706	0.00189852297319634	-0.00110393980426929	-0.657546846244752	0.0380647283972831	0.193199062574944	0.000629373981958022	0.0093495693991044	0.0796898911457379	0.159536123443078	0.064936168241043	-0.46584748040208	-0.00218878559055718	-0.128925447816527	-2.36162424204373e-05	-0.0118372686304325	0.0208550646071334	-0.000426486392435008	-0.0095762211352449	-0.0046702147542467	-0.00369249123784244	0.000451953709130989	0.00235430142770224	0	0.0549612108713224
4	0.00736142681834562	-0.00619272642042075	0.0856395636118245	0.0923054776120686	0.00742556319675522	-0.00517390446363229	-0.261963691537717	0.00882335896287239	0.0469571476961011	0.202515716963882	0.125631253200116	-0.0338157882511035	-0.00758140961392815	-0.0837823854041975	0.00197635324026109	0.00647884799890328	0.00156089211000679	-0.112212813151164	-0.0066805574187937	0.0579870120921165	-0.000265905231117423	0.00533177537801514	0.0480978193374417	0.038024282237466	0.0384009762114764	-0.157213805198362	-0.000418878393152302	0.0270683573009723	3.31795046662938e-06	-0.00414644249890454	0.00585126422280606	0.00289596389480597	-0.0121867347294339	-0.00197241368248621	0.000224251004783326	0.000372455225348184	0.000657081012924309	0	-0.0245567122372565
5	0.0020066156434625	-0.013693215747079	0.043440666311436	0.0250505070640836	-0.00700488184276691	-0.00719430472967935	0.292918106141606	-0.011477823348492	-0.0468456339627403	-0.112017304004351	0.146638472467459	0.0654612166743672	0.126066857904693	-0.0785957769733411	-0.0191549361002424	8.67700681587702e-05	0.000231886092764394	-0.506502234598746	0.023290972392099	0.230293399582498	0.000705152958849556	0.00561016577392859	0.0691096333846549	0.0913641451069137	0.130656523585367	-0.527639884308226	-0.0017388671165666	-0.0712019571021155	-7.78712005325653e-06	-0.00258123631694509	-0.00497225386902133	0.000611013878280248	0.00425354604835305	-0.00415152928947456	-0.0142800698909388	-0.00216030226989814	0.000831783930246487	0	-0.0156216368446207
6	0.00426076630599313	-0.00445773513057454	0.0365310220766452	-0.00739303160584633	0.00484147349656368	0.01294578055963	-0.451361556691805	0.00981531697036618	0.170166523700724	-0.0412068714426334	0.0756030454688354	0.00939467638279118	-0.0321655953975512	-0.0539335265530279	0.0118481563350652	0.00225426969805571	-0.024597707063764	0.287424490685012	-0.0216619210630538	-0.111419570220618	0.000252820763515936	-0.00266935563740283	-0.0903727782939506	-0.330915990188219	-0.0215131238003317	0.217745636441446	-0.00318872666043314	0.357603957891143	4.49225228465674e-05	0.0181065204232703	-0.0616109157024828	0.0117175487110685	0.0394332186841227	-0.00475611286414712	0.0390398165668721	0.0134982258194731	0.00299611966711236	0	-0.134361673670939
7	0.00324865065983437	-0.00463157203669131	-0.0122237540806895	-0.0654129828208549	0.00642444107862729	0.0134177844829819	-0.344183135533085	0.0149521286992187	0.141745927190011	0.170437307025796	0.00699672594375084	-0.0282861800712538	-0.00766938678600354	-0.014242125224964	0.010301880504748	0.00193572401360995	-0.000748234039617166	0.0876412577488805	0.00618389050802988	-0.0427695447784189	-0.00103866495787925	-0.00173962564850113	-0.0371080802418631	-0.13300874423462	-0.0126419536163552	0.104224145259561	-0.00293912571322542	0.0478444897761069	5.49018356876731e-06	0.00666879451679907	-0.0164146782492663	0.00495360337634871	0.0188759057795068	0.00114139748139276	0.00118039198149026	0.00192580019162893	0.00470112037375484	0	0.0202180089020983
8	0.00679516256355262	-0.0050739798700293	0.0663360696125217	0.109067419270369	0.000941620816975556	-0.00627068210272304	-0.143821547892749	0.0040133876164869	-0.0299566659434987	-0.07312379615904	-0.0737638231637245	0.0329381065151324	0.261149829085996	0.0606590042084887	-0.10616662639105	0.00191830536882482	0.00019658459304088	-0.0887556891185404	-0.0147711022719935	0.189835647599913	-0.00061939058591453	0.000547225867266974	0.0130466905164559	0.174257485768089	0.135152965548699	-0.416653905111133	-0.00187295113478202	-0.162640069936581	-2.85782478422249e-05	-0.00501717599757037	0.0572249176662595	-0.00512521795110465	-0.0282055207174628	-0.00446242850850762	0.00506349399377348	0.00150335769922623	0.00259295908867653	0	-0.00341341576327651
9	0.00383373609329766	-0.00346935261209061	0.00354873799635282	-0.0691954453504828	0.00133728873144552	0.0101341723458043	0.0661153098085214	0.0146589846121295	0.0408789976060461	-0.0619148291460248	0.0166057362344683	0.0157674400915799	-0.0376537903306757	-0.0300997064612439	0.00894042150303802	0.00210012425902913	-0.000784326953001388	0.168649252976568	-0.00579757648593376	-0.0362591113131832	-0.000601385705789788	-0.00226405123587923	-0.0327192135833814	-0.140351641609978	-0.00929954099063847	0.0837767380383375	-0.00299978365581521	0.100964568173793	1.33595624299346e-05	-0.000866505574676782	-0.00996830419644137	0.00247421296846871	0.0122421496245602	-0.00379523748222164	0.00615491063768595	-0.0016594756626889	0.00188672077715349	0	-0.0210219739314033
10	0.0073786985512688	-0.0118106732835208	0.0495362315973285	0.0483644523018062	0.00166791063688633	-0.00292993724486417	0.100192103498136	-0.0262690309279564	-0.0672345313198365	-0.0916506741395147	0.232161093982015	0.047524262157321	-0.0340074873191592	-0.121540077291081	0.0107703384651526	0.000743054566626981	-0.00118383046452788	-0.0336861359027389	-0.00942558781138	0.11385175859934	0.000507203340228857	-0.000918348850388819	-0.00805499460299427	0.0315863145163304	0.0341052189613199	-0.164477712177553	-0.00384138339542928	-0.116302981093589	-1.76189347841221e-05	-0.0100044970513826	0.0120205233428715	-0.00616642323969532	-0.00768579546502005	-0.00205682931781474	0.0130421576379474	0.0065572268090947	0.00433520921284151	0	0.00391812714415714
