obs_id	RaceAmerican Indian/Alaska Native	RaceAsian	RaceBlack or African American	RacePrefer not to answer	RaceSomething else	RaceWhite	isHispanicYes	isHispanicNA	Relationship_StatusIn a committed relationship but not married	Relationship_StatusMarried	Relationship_StatusPrefer not to answer	Relationship_StatusSingle	Relationship_StatusWidowed	educationBachelor's degree	educationDoctorate degree	educationHigh school graduate or GED	educationLess than a high school diploma	educationMaster's degree	educationSome college credit, no degree	educationTrade/technical/vocational training	employmentPart-time employment	employmentRetired	employmentStudent	employmentUnemployed	sexmale	sexNA	genderMale	genderNon-binary	genderPrefer not to answer	genderTrans female	genderTrans male	sexualityGay or lesbian	sexualityHeterosexual	sexualityPrefer not to answer	sexualitySomething else	age	BodyBmi	BodyFat	BodyWeight	CaloriesBMR	FoodCaloriesIn	HeartRateIntradayCount	HeartRateZoneOutOfRangeCaloriesOut	HeartRateZoneOutOfRangeMax	HeartRateZoneOutOfRangeMinutes	HeartRateZoneFatBurnCaloriesOut	HeartRateZoneFatBurnMax	HeartRateZoneFatBurnMinutes	HeartRateZoneCardioCaloriesOut	HeartRateZoneCardioMax	HeartRateZoneCardioMinutes	HeartRateZonePeakCaloriesOut	HeartRateZonePeakMinutes	TrackerActivityCalories	TrackerCalories	TrackerDistance	TrackerElevation	TrackerMinutesFairlyActive	TrackerMinutesLightlyActive	TrackerMinutesSedentary	TrackerMinutesVeryActive	TrackerSteps	Water	skipped	Efficiency	SleepLevelDeep	SleepLevelLight	SleepLevelRem	SleepLevelWake	MinutesAfterWakeup	MinutesAsleep	MinutesAwake	MinutesToFallAsleep	TimeInBed	times_slept
367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000657598114002215	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0239542778898218	0	0	0	0	0	0	0	0	0	0	-0.00300583644358705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439155138114903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475502022191021	0	0	0	0	0	0	0	0	0	0	0.00030435468158007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183961551777187	0	0	0	0	0	0	0	0	0	0	-0.000584359291868115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000769148644994557	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.012553582793829	0	0	0	0	0	0	0	0	0	0	-0.00105578601017358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000486405388692833	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00616326791274087	0	0	0	0	0	0	0	0	0	0	-0.000366504046476745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000257556480531757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143945738791777	0	0	0	0	0	0	0	0	0	0	0.000935546633985121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117179351632972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125228549803523	0	0	0	0	0	0	0	0	0	0	0.000930944893579688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00156482362325649	0	0	0	0	0	0	0	0	0	0	-6.67538775544786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115617950533255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133018270145518	0	0	0	0	0	0	0	0	0	0	0.00085205044864656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000716304141811251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741309488710764	0	0	0	0	0	0	0	0	0	0	0.000267279973453505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00656938860809821	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0278099536820809	0	0	0	0	0	0	0	0	0	0	-0.00181616934333187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646775395905304	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00948458248512394	0	0	0	0	0	0	0	0	0	0	0.000325354039358778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00389487580243336	0	0	0	0	0	0	0	0	0	0	-0.00167426358638696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000609581655899744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00226437053962883	0	0	0	0	0	0	0	0	0	0	0.000827643613417787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000833002915185233	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103640784051561	0	0	0	0	0	0	0	0	0	0	0.000530195216294188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000490479928618594	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00851483888197817	0	0	0	0	0	0	0	0	0	0	-0.000515199355812753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413474037124072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00977383676456698	0	0	0	0	0	0	0	0	0	0	0.000959086111559028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637380919877979	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0111840835096715	0	0	0	0	0	0	0	0	0	0	-0.000617622774983471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453965525786942	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132196726986079	0	0	0	0	0	0	0	0	0	0	0.0016711780984609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000672443224923327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228454615539294	0	0	0	0	0	0	0	0	0	0	-0.000782453346594714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622427685249644	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00239458566326833	0	0	0	0	0	0	0	0	0	0	0.000308628110928184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000951607129310433	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213709623233403	0	0	0	0	0	0	0	0	0	0	0.000812303768356254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000670361679917547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067978079574019	0	0	0	0	0	0	0	0	0	0	0.000831211611723911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348450761223022	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00175956209865126	0	0	0	0	0	0	0	0	0	0	-0.00037863082937304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000334203086603949	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0150689888476175	0	0	0	0	0	0	0	0	0	0	-0.00055937728553578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313953380241497	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00602752909304439	0	0	0	0	0	0	0	0	0	0	-0.00106474665042067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000685757716162853	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0256339126963985	0	0	0	0	0	0	0	0	0	0	-0.00331367374031575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00719894092831807	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.025995309066752	0	0	0	0	0	0	0	0	0	0	-0.00220579819683582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554051119584511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209113120351618	0	0	0	0	0	0	0	0	0	0	0.00109090123117478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000342690559809643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121856970518043	0	0	0	0	0	0	0	0	0	0	0.00138145136188554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131285573286899	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159339266484134	0	0	0	0	0	0	0	0	0	0	0.00163966792242349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000599054621162898	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00432705160388582	0	0	0	0	0	0	0	0	0	0	-1.39176692717791e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172119717194774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00178648928557103	0	0	0	0	0	0	0	0	0	0	0.000270939028070039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434030556351853	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00455370366930594	0	0	0	0	0	0	0	0	0	0	0.00119520359912439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000428620883531653	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008743869882181	0	0	0	0	0	0	0	0	0	0	0.00061044545022283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353144822084377	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065245684462822	0	0	0	0	0	0	0	0	0	0	0.00124468608861969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000995494220379897	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000238007576150461	0	0	0	0	0	0	0	0	0	0	-0.000410166705633534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000682371150258684	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0152745696101157	0	0	0	0	0	0	0	0	0	0	-0.000743488782765885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447455897950038	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00332475828779367	0	0	0	0	0	0	0	0	0	0	0.000550036553468818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386438436597886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047986168760988	0	0	0	0	0	0	0	0	0	0	0.000466807038726619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000464244398190756	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00339636110962263	0	0	0	0	0	0	0	0	0	0	5.86950950732986e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000579119214425538	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00565328630413498	0	0	0	0	0	0	0	0	0	0	-0.000201745245212844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000453567159681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00907555544332227	0	0	0	0	0	0	0	0	0	0	0.00103895213176739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002452290044249	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00836521638190339	0	0	0	0	0	0	0	0	0	0	-4.47254214543114e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664061823870218	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068791338402849	0	0	0	0	0	0	0	0	0	0	3.23500579301195e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482582185460293	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0107858263779875	0	0	0	0	0	0	0	0	0	0	-0.00124318273763521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135288855753155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153664956282867	0	0	0	0	0	0	0	0	0	0	0.0011301368630353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664674101969555	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00110880943373996	0	0	0	0	0	0	0	0	0	0	0.000464041133198918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847970738095551	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00644051546469346	0	0	0	0	0	0	0	0	0	0	0.000105577347604568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064826526061156	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685321498555571	0	0	0	0	0	0	0	0	0	0	0.000430185397200628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000983582880031956	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0158917456344509	0	0	0	0	0	0	0	0	0	0	-0.000573537314076662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287525327505469	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854659762143494	0	0	0	0	0	0	0	0	0	0	0.001160498290462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352147792718541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125831384832637	0	0	0	0	0	0	0	0	0	0	-0.000934197824382537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141619378244596	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00446643468677471	0	0	0	0	0	0	0	0	0	0	-0.000589205654810574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000626990236246137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131458898544382	0	0	0	0	0	0	0	0	0	0	0.000894581421047378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000773478159044718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128275979066092	0	0	0	0	0	0	0	0	0	0	-0.000403149967564539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000476649606153588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528044658612244	0	0	0	0	0	0	0	0	0	0	-2.7522788063857e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0134175066717932	0	0	0	0	0	0	0	0	0	0	-0.00201085672009414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392305070590883	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00860304071183849	0	0	0	0	0	0	0	0	0	0	0.000155386918953867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000429829475260488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741361579257883	0	0	0	0	0	0	0	0	0	0	0.000583195728290707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000480027743040433	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00996622496157069	0	0	0	0	0	0	0	0	0	0	0.000664437604330166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082091513883441	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119067891721	0	0	0	0	0	0	0	0	0	0	0.00145216591682924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000903463122602713	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00551985777241612	0	0	0	0	0	0	0	0	0	0	-0.000174847733389896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332181854129153	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00904918615311691	0	0	0	0	0	0	0	0	0	0	-0.00100483446530857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138556035652632	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00581672070913706	0	0	0	0	0	0	0	0	0	0	3.03040780642005e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000638266235735217	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00653301505991651	0	0	0	0	0	0	0	0	0	0	-0.000124051191989644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418826583053445	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00339485298757645	0	0	0	0	0	0	0	0	0	0	3.35908049982371e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000809871492803054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108980107311897	0	0	0	0	0	0	0	0	0	0	0.00150409616803269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000518330018282907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00355822674967143	0	0	0	0	0	0	0	0	0	0	-0.000693504701442268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000472128801610706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972372589845188	0	0	0	0	0	0	0	0	0	0	0.000679346299113676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000605510212050106	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00913378867213574	0	0	0	0	0	0	0	0	0	0	0.000912029657975965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00647822724505861	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0293514731601889	0	0	0	0	0	0	0	0	0	0	-0.00236462541490233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00590677850590159	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00859433403064434	0	0	0	0	0	0	0	0	0	0	-0.000292748330472494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460099983945359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077302935136025	0	0	0	0	0	0	0	0	0	0	0.000428395916950315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759188262376989	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279223900579724	0	0	0	0	0	0	0	0	0	0	0.000989981453950094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
