obs_id	RaceAmerican Indian/Alaska Native	RaceAsian	RaceBlack or African American	RaceNative Hawaiian or Other Pacific Islander	RacePrefer not to answer	RaceSomething else	RaceWhite	isHispanicYes	isHispanicNA	Relationship_StatusIn a committed relationship but not married	Relationship_StatusMarried	Relationship_StatusPrefer not to answer	Relationship_StatusSingle	Relationship_StatusWidowed	educationBachelor's degree	educationDoctorate degree	educationHigh school graduate or GED	educationLess than a high school diploma	educationMaster's degree	educationSome college credit, no degree	educationTrade/technical/vocational training	employmentPart-time employment	employmentRetired	employmentStudent	employmentUnemployed	sexmale	sexNA	genderMale	genderNon-binary	genderPrefer not to answer	genderTrans female	genderTrans male	sexualityGay or lesbian	sexualityHeterosexual	sexualityPrefer not to answer	sexualitySomething else	age	BodyBmi	BodyFat	BodyWeight	CaloriesBMR	FoodCaloriesIn	HeartRateIntradayCount	HeartRateZoneOutOfRangeCaloriesOut	HeartRateZoneOutOfRangeMax	HeartRateZoneOutOfRangeMinutes	HeartRateZoneFatBurnCaloriesOut	HeartRateZoneFatBurnMax	HeartRateZoneFatBurnMinutes	HeartRateZoneCardioCaloriesOut	HeartRateZoneCardioMax	HeartRateZoneCardioMinutes	HeartRateZonePeakCaloriesOut	HeartRateZonePeakMinutes	TrackerActivityCalories	TrackerCalories	TrackerDistance	TrackerElevation	TrackerMinutesFairlyActive	TrackerMinutesLightlyActive	TrackerMinutesSedentary	TrackerMinutesVeryActive	TrackerSteps	Water	skipped	Efficiency	SleepLevelDeep	SleepLevelLight	SleepLevelRem	SleepLevelWake	MinutesAfterWakeup	MinutesAsleep	MinutesAwake	MinutesToFallAsleep	TimeInBed	times_slept
11	0	0	-0.0161592342678824	0	0.0178576312844693	0	0	0	0.0120621895465881	0.0732378763364548	0.171409356608341	0	-0.0164116651820177	0	0.0252750207941395	-0.689436708944245	0	-0.0147676347147505	0	-0.050901491285489	-0.010870136704558	-0.217673092233837	0.0135747518880251	0.0577460598244352	0	0	-0.00378317753280472	-0.00980202553982829	0	0	0	0	0	0	0	0.00173033961630501	0	0.016988493527025	-0.0374874667107476	0	-0.192734311534457	0.0074864647119314	0.0755735052160299	0	0.220472606189088	0	-0.16532833145382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104710510289786	0	-0.379332403856045	0.0028572947507523	0	-0.504274707839317	0	0.186370100437634	0	0.0157055236861996	0	0	0	-0.258211265634914	0	0
12	0	0	-0.0040398085669706	0	0	0	0	0	0	0.0732378763364548	0.199977582709731	0	-0.0103652622202217	0	0.0337000277255193	0.0153208157543166	0	0	0	-0.0610817895425867	-0.010870136704558	0.0556838142923769	0.0678737594401256	0.0404222418771047	0	0	0	-0.0165880432212479	0	0	0	0.0132258144507164	0	0	0	0.00173033961630502	0	0.230746770119956	-0.0210860537882267	0	-0.300003863559507	0.00864072924356226	0.0644945115900208	0	-0.443625153025115	0	-0.0431034822401482	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600378704474293	0	0.0639392982287695	0.00422487919103744	0	-0.254199762998479	0	0.258333767853626	0	0.0367902658718538	0	0	0	-0.16836739682512	0	0
13	0	0	-0.020199042834853	0	0	0	0	0	0.0120621895465881	0.0488252508909699	0.148554775727229	0	-0.0164116651820176	0	0.0210625173284496	-0.720078340452878	0	-0.0147676347147505	0	-0.0763522369282335	-0.021740273409116	0.0303729896140237	0.0407242556640753	0.0461968478595482	0	0	-0.0037831775328047	-0.0128180333982369	0	0	0	0	0	0	0	0.00173033961630501	0	0.186940825016628	-0.0221708622330809	0	-0.10660617442697	0.00137142393432741	0.0862115057533575	0	-0.373864306092345	0	0.0766319976215949	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117215887473829	0	-0.208931709040956	0.00250805516183225	0	-0.156326910736312	0	0.167824689592503	0	0.00768017093791974	0	0	0	-0.0251151799766599	0	0
14	0.00776383349130968	0	-0.0161592342678824	0	0	0	0	0	0	0.0549284072523411	0.165695711388063	-0.0699515125214052	-0.0120928059235919	0	0.0315937759926744	0.0612832630172662	0	0	0	-0.0610817895425868	-0.021740273409116	0.0455594844210356	0.0814485113281506	0.0461968478595482	0	0	-0.00378317753280473	-0.00301600785840871	0	0	0	0	0	0	0	-0.0406629809831678	0	0.0150215256028206	-0.0214609393467859	0	-0.0961974659027177	0.000937795141380223	-0.0289800141372453	0	0.165067548055489	0	-0.164160441871894	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0250432732049996	0	-0.145853328324757	0.00151783054407444	0	0.262377437473477	0	-0.00678361838063618	0	-0.00733378583746302	0	0	0	0.0326347835971144	0	0
15	0.00776383349130968	0	-0.0161592342678824	0	0.0178576312844693	0	0	0	0	0.0793410326978261	0.177123001828619	0	-0.0112290340719068	0	0.0337000277255193	0.0306416315086331	0	-0.0147676347147505	0	-0.0407211930283911	0.478286015000553	0.0202486597426825	0.0135747518880251	0.0635206658068788	0	0	0	-0.00754001964602173	0	0	0	0	0	0	0	0.00173033961630501	0	0.00718765513344333	-0.0309292603801408	0	-0.142119779252518	-0.125668678437729	-0.000822843817585956	0	0.0305611456076234	0	-0.12799367339474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202896192603586	0	0.210870664522616	-0.0369921883815473	0	-0.313201046542378	0	0.0436119534137209	0	0.0214933343879979	0	0	0	0.0494269162121506	0	0
16	0.0155276669826194	0	-0.0040398085669706	0	0.0357152625689386	0	0	0	0	0.0671347199750836	-0.108559259185283	0	0.0302320148089798	0	0.0379125311912092	0.0459624472629496	0	-0.0147676347147505	0	0.18324536862776	-0.010870136704558	-0.207548762362495	0.0542990075521005	0.0404222418771047	0	0	-0.00378317753280473	-0.00754001964602177	0	0	0	0	0	0	0	0.00346067923261003	0	0.226258395267855	-0.0337777912603134	0	-0.122267054965904	0.00819778250794079	-0.0667291145966129	0	-0.160848731384978	0	0.0862002962942048	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0374227801602697	0	0.00558338447728443	0.00366523583060637	0	0.0512822195698811	0	-0.120676615461657	0	-0.0173942233340083	0	0	0	0.00831859322569948	0	0
17	0	0	-0.0121194257009118	0	0	0	0	0	0	0.0549284072523411	-0.0457091617622243	-0.0349757562607026	0.0250493836988691	0	-0.0821438175809533	0.0612832630172662	0	0	0	-0.050901491285489	-0.0543506835227901	0.0556838142923768	0	0.0577460598244352	0	0	0	-0.00980202553982827	0	0	0	0.0132258144507164	0	0	0	0.000865169808152507	0	0.14880771857822	-0.0235991118869457	0	-0.159018494696936	0.00699097444856348	0.320494607974384	0	0.0686780843816109	0	-0.0735516413920256	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0804686300949573	0	-0.695995454694655	0.00597232275933244	0	-0.436653888703764	0	0.120781285539027	0	0.0112353143258131	0	0	0	0.00513654667200172	0	0
18	0.0155276669826193	0	-0.0161592342678824	0	0	0	0	0	0	0.0549284072523411	0.137127485286673	0	-0.0129565777752771	0	0.0315937759926744	0.0612832630172662	0	-0.0147676347147505	0	-0.0763522369282335	-0.032610410113674	-0.207548762362495	0.0407242556640753	0.0230984239297741	0	0	0.181592521574627	0.0278980726902805	0	0.0187552086717974	0	0	0	0	0	0.000865169808152507	0	0.112574738084267	-0.0366975788302056	0	-0.0773222133758526	0.00168422151541756	-0.00512560901919454	0	0.385324210887002	0	-0.155786417660245	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033040665235982	0	0.0958363874856749	0.00226145153025034	0	-0.178888417914349	0	0.0911828611346548	0	0.00176665767733809	0	0	0	0.00538957852776535	0	0
19	0.00776383349130967	0	-0.0161592342678824	0	0.0178576312844693	0	0	0	0	0.0488252508909699	0.165695711388063	0	-0.0120928059235919	0	0.0231687690612945	0.0306416315086331	0	0	0	0.208696114270505	-0.021740273409116	0.0455594844210356	-0.597289083073105	0.0288730299122176	0	0	-0.00378317753280472	0.0271440707256782	0	0	0	0.0132258144507164	0	0	0	0.000865169808152507	0	0.0871963151537695	-0.0119062675239781	0	-0.0774069857150806	0.00311932193036403	-0.0191518481536861	0	-0.307902945667327	0	-0.00666079886350791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226342398059993	0	-0.47227068993134	0.00261751128554241	0	-0.128837187984028	0	-0.0319311454143328	0	-0.00139841782892087	0	0	0	0.00544684363196449	0	0
20	0	0	-0.0121194257009118	0	0	0	0	0	0	-0.238023098093478	-0.125700194846117	-0.0349757562607026	-0.0146841214786474	0	0.0210625173284495	0.0612832630172662	0	-0.0147676347147505	0	0.18324536862776	-0.032610410113674	0.0354351545496943	0.0271495037760502	0.0404222418771046	0	0	0	-0.00603201571681742	0	0	0	0	0	0	0	0.00259550942445752	0	-0.143009649776654	-0.0104583556910117	0	0.160069654773508	0.00983552906979805	0.0300786978250635	0	0.357412827096814	0	-0.0845779197184519	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0190932205051768	0	0.0933665316980302	0.00176039985792968	0	-0.0656490602089524	0	0.0759393929968107	0	0.003806685675157	0	0	0	0.0206638123074429	0	0
21	0	0	-0.0242388514018236	0	0	0	0	0	0	-0.231919941732107	-0.125700194846117	-0.0349757562607026	-0.0146841214786474	0	-0.0695063071838835	0.0306416315086331	0	0	0	-0.0814423860567824	-0.032610410113674	0.0354351545496943	0	-0.219435027332854	0	0	-0.00378317753280473	-0.0120640314336348	0	0	0	0	0	0	0	0.00519101884891504	0	-0.0598589332430452	-0.0097718288170378	0	-0.00643727553039503	0.00256952170738782	0.0297788502863336	0	-0.325442754516523	0	0.432826599048201	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183759224142621	0	0.000262737943755785	0.00164644161755529	0	-0.156527414463071	0	0.0529728781456362	0	0.00595549804629695	0	0	0	0.00875490220942164	0	0
