obs_id	BodyBmi	BodyFat	BodyWeight	CaloriesBMR	FoodCaloriesIn	HeartRateIntradayCount	HeartRateZoneOutOfRangeCaloriesOut	HeartRateZoneOutOfRangeMax	HeartRateZoneOutOfRangeMinutes	HeartRateZoneFatBurnCaloriesOut	HeartRateZoneFatBurnMax	HeartRateZoneFatBurnMinutes	HeartRateZoneCardioCaloriesOut	HeartRateZoneCardioMax	HeartRateZoneCardioMinutes	HeartRateZonePeakCaloriesOut	HeartRateZonePeakMinutes	TrackerActivityCalories	TrackerCalories	TrackerDistance	TrackerElevation	TrackerMinutesFairlyActive	TrackerMinutesLightlyActive	TrackerMinutesSedentary	TrackerMinutesVeryActive	TrackerSteps	Water	skipped	Efficiency	SleepLevelDeep	SleepLevelLight	SleepLevelRem	SleepLevelWake	MinutesAfterWakeup	MinutesAsleep	MinutesAwake	MinutesToFallAsleep	TimeInBed	times_slept
1	-0.0689446340467503	-0.00168659892383301	0.0297596951225975	-0.0811928572204864	0.00320719341307552	-0.0038960500530565	0.0301773422394737	-0.0593803035663521	0.0186972612249339	-0.0201498777549223	0.0863504903535712	0.00190408837906407	0.00244586122759506	-0.0220971396654823	-0.00466132860523058	-0.000233804653147997	0.000974606216173058	-0.149021976608959	0.162037340513236	-0.00827445587588219	0.00151540521120764	-0.00347183751944	-0.00791840249771886	0.0247887173241566	-0.00304131491789389	0.0239164220314822	-0.00142502558606804	-0.0739787029675354	-0.00194882694700612	0.0366869845257252	-0.00361409350330474	0.0100131364135443	-0.00768116862665172	-0.00064468725847675	-0.0320109783150611	-0.000186112868774078	-0.000888393394754138	0	0.0422224751362982
2	-0.0467109355001637	-0.000872833596387348	0.0498252050509664	-0.213693811757256	0.000548393297867565	9.16513962819486e-05	0.0470506974121235	-0.0126499863450484	0.00481661318347396	-0.00588101693006212	-0.0507002258257317	0.000429590546027868	0.000198228912414597	0.0299164110546313	-0.00206116414114664	-0.000425309474237724	0.00016851129323415	-0.434376907863558	0.501201842620057	-0.0418998344990662	0.00101069546123457	0.00178500465596545	-0.0101482364262579	0.00990256632639959	0.00134523091920024	0.0263162349381612	-0.00275341152014781	-0.0077483476330351	-0.000164792438387201	-0.00422298113093698	0.00228465318900675	-0.00273866861198999	-0.00368228420312885	-0.000936107903131762	-0.00246795507140287	-5.07725435260858e-05	-0.000392451414002062	0	-0.00471483018624785
3	0.00544181958374098	0.00316030122561971	-0.00315387104103646	-0.0379178759967863	0.00104295035611336	-0.00507495843108787	0.0354210624071425	-0.00605710566962306	0.0125443823725254	-0.0328106265983958	-0.0118149223502225	0.00187713164286225	0.00239535504180239	0.0106266000162841	-0.00311204518414352	-0.000842873763630335	0.000668427797166481	-0.364491760104724	0.418229102667651	-0.0978605661259045	0.00151888620248537	0.00958434673450049	-0.00701197358411971	0.0257030962016901	0.00486016860324513	0.067089496058289	-0.000866573875076431	-0.0667345337400334	-0.00162041022928892	0.0240247516560923	-0.00222360941434958	0.000606744548822347	-0.00642248385128149	-0.00189375996327411	-0.00433919378853272	-6.71763618958491e-05	-0.000221429748595991	0	0.053929364935097
4	0.0427289785803015	-0.00146082645050313	-0.0273988929064732	0.222510866319091	0.00118747548656711	-0.000504236031186281	-0.0214454709401103	0.0222355434653811	-0.0162133069919234	0.0443194301935558	0.0795647621283138	-0.00148480526309381	-0.000108897919908807	-0.0334487253187102	0.00118164976272261	0.000374566493487599	-0.000704967897345945	-0.0964714258577954	-0.0179773066315605	-0.0264107775032814	-0.00225788482933933	0.0078982888483011	-0.0061871430977954	0.0136871455055413	0.00313553898245449	0.0296270723421353	-0.00108276069379658	-0.00207656560318219	0.00020797618328602	0.0130861643444615	-0.00321111626720673	-0.00445133033428168	-0.00937843315179826	-0.00185993382453186	0.00116920258356325	7.68123156129147e-05	-1.80253744574866e-05	0	-0.0170960947423991
5	0.0291732706733589	-0.00223896131230598	-0.0196695865415419	-0.046533400679899	0.00210998158215194	0.0227055413856489	-0.0402089528298572	0.0299345345089935	-0.0453818604579286	-0.00450126190326999	0.0993806330315175	-6.6547049925339e-05	0.00553249625574572	-0.041369697608987	-0.00332476332476797	-0.000403942830889681	0.00093027370272973	0.227830752958005	-0.188684229825827	0.0461812622854848	0.000728095319357832	-0.0029356805092694	0.00840766533808623	-0.0621862313473108	-0.00223922491306983	-0.032080185350822	-0.00315842795972857	0.153326205252344	0.003537680254245	-0.0649213958751333	0.0111454446093655	-0.0148306380042486	0.0298803140137382	-0.00223578423136478	0.0616459790339012	0.000581258171041295	-0.000582561237242607	0	-0.157641640838382
6	0.0196383872683778	-0.00160401591466199	0.0160223570465812	-0.259368103363769	0.000255189642071138	0.0281559899772842	0.0177571831667977	-0.0405912274374661	0.00700989045121214	-0.0238783934829095	0.154489193848542	0.00239316569687295	0.00319070425697072	-0.0714785643672227	-0.00702986627361172	-0.000506889186782094	0.00215336294072427	0.2038202574946	0.144007406311984	0.0240273264753815	0.00343424593133585	-0.00290376353374909	0.00990300901633252	-0.0469947349376013	0.000518750393431353	-0.0445270160076368	-0.00455600882691013	0.159311097353986	0.00355784574975304	-0.0450100936525038	0.0101217550584795	-0.012423190857874	0.0315519067300972	-0.00186674649978765	0.064829704106904	0.00061206592862861	-0.000329583573009963	0	-0.0933650687580284
7	0.0273600978711801	-0.00152221471961974	-0.018211015224831	0.103173283718419	0.00040562285291858	-0.0103043264551338	-0.0125816542524122	-0.0533333313713655	0.00966446861283012	-0.0265414679370102	0.069307179676754	0.00243599498598158	0.00331895230927196	-0.0149889598310263	-0.0118967033150239	-0.000525957292536093	0.000277013894800411	0.154580373684338	-0.262935593848014	0.0341732498906421	0.0020183357314134	-0.00394622474512781	0.00610311050271043	0.0041932871041037	-0.0033336831848035	-0.0404720761766407	-0.00362443371777685	-0.0374019972423197	-0.0010302363854637	0.00953584711857701	-0.00326307730781143	0.00974061658210049	-0.0162847528539746	0.000314648643490583	-0.0223770476353925	-0.000226025208826007	-0.00112081451887344	0	0.0253636126890841
8	0.0370740577338193	-0.00141972720953899	-0.0235132121010695	0.152873359442189	8.63073338503203e-05	-0.0146791017189594	-0.00857019543060241	-0.032984187152998	0.00971449052069714	-0.0047419451996632	-0.0767882045313519	0.00234090383143233	-0.0238000026093639	0.0314729972411914	0.0575752164114501	-0.00012780111934117	-0.00028162491990916	-0.130091368622704	-0.0806556242586194	-0.0830888907508466	-0.000492971625655708	-0.00127678527849981	-0.00257289628173283	0.031131343033706	0.0151770491659021	0.0778502239162358	-0.00138113555434382	-0.0591956809897551	-0.00167624747974442	0.0233050942808293	-0.00895347991089259	0.00561441666680259	-0.0183731080591204	-0.00117509445195978	0.00816904503268518	5.82205866137591e-05	-0.000439921750738717	0	0.024262220221632
9	0.0559379008435876	0.00724965208381079	-0.0102623676020579	-0.0844830747523549	0.00108294702995055	0.00195853472919064	-0.0187130481942503	0.0488775418100232	-0.0366113618687713	0.0658116431554728	0.0188007408820639	-0.00319289582401149	0.00184577869073416	-0.00570322128396956	-0.00135106908598758	-0.000390826112779561	0.000679246777924347	-0.233889885128839	0.326503541445737	-0.0260264498908804	-0.00984442771536108	0.00375798740059185	-0.00666541243038593	0.00344229820466684	-0.00153368229489227	0.0276587348015573	-0.00294737879043676	0.00360194113687737	0.000255277542377042	-0.00976038064012054	0.00219799737684195	-0.00584226799273977	-0.00243869306706151	0.00274411515573218	0.00110855165091757	-9.48466917380228e-05	-0.000890033749305115	0	0.0343507883809967
10	0.025660692467917	-0.00195985474854792	-0.00608203137095433	-0.211603744024314	0.000950685397904794	0.0140835120671753	0.00859312470058047	0.0407219751808687	-0.019444702394525	-0.0252320647382826	0.00261533339105216	0.000775168794224975	0.00105694729177282	-0.0344512599103946	-0.0143745903948361	-0.000303773421631055	0.00278127181703697	0.126738221829247	0.0495171208835487	0.0102400568354173	-0.00276976099450061	-0.0017138548768285	0.00330852094020638	-0.0260192580173317	-0.000541865612750232	-0.0273094230554099	-0.00373604080627289	0.0269256784436505	0.00116448895560449	0.00421084067154268	0.00158062029704535	-0.00401773683542503	0.00904767015205543	-0.000357898043402435	0.0149683748462096	3.623932082419e-05	-0.00174917661654191	0	-0.0476826776678638
